,Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating
2059,Low Fat,FDW25,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.037457098,5.175,83.4224,4.2
2060,Low Fat,FDC38,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.122684413,15.7,132.2942,4.2
2061,Low Fat,FDB15,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137023446,10.895,263.7568,4.2
2062,Low Fat,DRC27,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058192802,13.8,246.9802,4.2
2063,Low Fat,FDS50,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.055519561,17.0,219.8114,4.2
2064,Low Fat,DRH51,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.097367722,17.6,89.3856,4.2
2065,Low Fat,FDB05,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.083327693,5.155,247.2776,4.2
2066,Low Fat,FDO16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.015131684,5.48,83.025,4.2
2067,Low Fat,FDZ04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.038014104,9.31,62.351,4.2
2068,Low Fat,FDH16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052637056,10.5,88.583,4.2
2069,Low Fat,FDL16,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.16871476,12.85,47.306,4.2
2070,Low Fat,FDD08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035409328,8.3,36.2506,4.2
2071,Low Fat,FDN31,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072994847,11.5,189.253,4.2
2072,Low Fat,FDV43,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.076975118,16.0,46.2086,4.2
2073,Low Fat,FDI32,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.174644552,17.7,113.2834,4.2
2074,Low Fat,FDE08,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.049396364,18.2,146.4734,4.2
2075,Low Fat,DRK11,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.010781158,8.21,149.9392,4.2
2076,Low Fat,DRP47,Hard Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.140821917,15.75,252.9382,4.2
2077,Low Fat,NCM53,Health and Hygiene,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.052121825,18.75,104.828,4.2
2078,Low Fat,NCV54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033160417,11.1,119.6124,4.2
2079,Low Fat,NCG42,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.041291929,19.2,130.131,4.2
2080,Low Fat,FDV03,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.058181585,17.6,154.4314,4.2
2081,Low Fat,FDL15,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.046707264,17.85,152.6682,4.2
2082,Low Fat,FDL10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.039553606,8.395,99.1042,4.2
2083,Low Fat,FDX09,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.065350715,9.0,175.437,4.2
2084,Low Fat,FDI46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.074460855,9.5,253.6724,4.2
2085,Low Fat,FDZ33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.107564024,10.195,149.0076,4.2
2086,Low Fat,FDQ22,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029785889,16.75,38.9822,4.2
2087,Low Fat,FDV45,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045117476,16.75,187.9556,4.2
2088,Low Fat,FDU34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.075311837,18.25,122.6046,4.2
2089,Low Fat,FDY46,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.047964395,18.6,185.0898,4.2
2090,Low Fat,FDP10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.128289285,19.0,104.9622,4.2
2091,Low Fat,FDR21,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.067039526,19.7,178.337,4.2
2092,Low Fat,DRK49,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035999599,14.15,41.5138,4.2
2093,Low Fat,DRE25,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.073397129,15.35,91.912,4.2
2094,Regular,FDB49,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030198228,8.3,98.2384,4.2
2095,Regular,FDV11,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.081794766,9.1,173.6054,4.2
2096,Regular,FDR59,Breads,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.063962842,14.5,263.1594,4.2
2097,Regular,FDV13,Canned,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.027653795,17.35,88.0856,4.2
2098,Regular,FDU26,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042685217,16.7,120.7782,4.2
2099,Regular,FDA03,Dairy,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.045534457,18.5,146.3102,4.2
2100,Regular,FDN28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.030294931,5.88,104.099,4.2
2101,Regular,FDI53,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.137858955,8.895,162.1236,4.2
2102,Regular,FDR28,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.025936747,13.85,164.921,4.2
2103,Regular,FDF29,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.019965179,15.1,130.531,4.2
2104,Regular,FDY04,Frozen Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.042542484,17.7,161.921,4.2
2105,Regular,FDV19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.035311852,14.85,160.9578,4.2
2106,Regular,FDH20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.024987903,16.1,97.341,4.2
2107,Regular,FDO19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.016622448,17.7,50.2034,4.2
2108,Regular,FDU20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.021490911,19.35,122.1098,4.2
2109,Regular,FDR20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.028167478,20.0,45.5744,4.2
2110,Regular,FDV20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.059894378,20.2,125.9678,4.2
2111,Regular,FDO27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.179355893,6.175,94.1752,4.2
2112,Regular,FDX51,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.022093019,9.5,195.9452,4.2
2113,Regular,FDR27,Meat,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.096249842,15.1,134.4942,4.2
2114,Regular,FDU33,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.134919202,7.63,46.9402,4.2
2115,Regular,FDC10,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.072990979,9.8,121.6098,4.2
2116,Regular,FDF11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.017658634,10.195,240.1538,4.2
2117,Regular,FDE11,Starchy Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.135306012,17.7,183.7924,4.2
2118,Low Fat,FDO24,Baking Goods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.0,11.1,156.4604,4.2
2119,Low Fat,NCD54,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.029054046,21.1,144.6786,4.2
2120,Low Fat,FDH33,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.213125482,12.857645184135977,44.9428,4.2
2121,Low Fat,FDK24,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.177354373,12.857645184135977,46.6744,4.2
2122,Low Fat,FDN60,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.166609517,12.857645184135977,157.6604,4.2
2123,Low Fat,FDW36,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.099681705,12.857645184135977,107.4622,4.2
2124,Low Fat,FDR23,Breads,2018,OUT019,Tier 1,Small,Grocery Store,0.143199389,12.857645184135977,175.837,4.2
2125,Low Fat,FDA13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.137539574,12.857645184135977,38.8506,4.2
2126,Low Fat,FDH38,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.018275994,12.857645184135977,115.2808,4.2
2127,Low Fat,FDS01,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.031069203,12.857645184135977,179.6686,4.2
2128,Low Fat,FDY13,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.052749199,12.857645184135977,74.967,4.2
2129,Low Fat,FDL40,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.0,12.857645184135977,98.241,4.2
2130,Low Fat,NCK05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.135612397,12.857645184135977,61.1536,4.2
2131,Low Fat,NCM05,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.104784329,12.857645184135977,266.0226,4.2
2132,Low Fat,NCY29,Health and Hygiene,2018,OUT019,Tier 1,Small,Grocery Store,0.135226962,12.857645184135977,56.293,4.2
2133,Low Fat,NCG30,Household,2018,OUT019,Tier 1,Small,Grocery Store,0.196659953,12.857645184135977,125.8046,4.2
2134,Low Fat,FDG31,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.066351687,12.857645184135977,65.0826,4.2
2135,Low Fat,FDV15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.255929096,12.857645184135977,103.3648,4.2
2136,Low Fat,FDE46,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.027610698,12.857645184135977,149.5366,4.2
2137,Low Fat,DRF25,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.068153091,12.857645184135977,36.019,4.2
2138,Low Fat,DRF49,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.124448295,12.857645184135977,112.0518,4.2
2139,Low Fat,DRH37,Soft Drinks,2018,OUT019,Tier 1,Small,Grocery Store,0.072864869,12.857645184135977,165.2526,4.2
2140,Regular,FDH14,Canned,2018,OUT019,Tier 1,Small,Grocery Store,0.081955735,12.857645184135977,142.0838,4.2
2141,Regular,FDE51,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.168901843,12.857645184135977,43.4086,4.2
2142,Regular,FDL52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.080697998,12.857645184135977,39.8506,4.2
2143,Regular,FDY28,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.26639671,12.857645184135977,215.6218,4.2
2144,Regular,FDE56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.278730642,12.857645184135977,63.2194,4.2
2145,Regular,FDH45,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.185008985,12.857645184135977,42.3796,4.2
2146,Regular,FDH56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.11173569,12.857645184135977,115.9492,4.2
2147,Regular,FDO56,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.078758649,12.857645184135977,116.3808,4.2
2148,Regular,FDT55,Fruits and Vegetables,2018,OUT019,Tier 1,Small,Grocery Store,0.076434542,12.857645184135977,155.8946,4.2
2149,Regular,FDY03,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.133279499,12.857645184135977,112.6202,4.2
2150,Regular,FDS21,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.036551446,12.857645184135977,62.7194,4.2
2151,Low Fat,FDB50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.153618566,13.0,79.6986,4.2
2152,Low Fat,NCN30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016993204,16.35,95.741,4.2
2153,Low Fat,FDV15,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.146172453,10.3,103.3648,4.2
2154,Low Fat,FDZ12,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.102978817,9.17,144.947,4.2
2155,Low Fat,FDS23,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.140889111,4.635,127.0994,4.2
2156,Low Fat,FDR35,Breads,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020697723,12.5,198.8742,4.2
2157,Low Fat,FDX13,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047782959,7.725,249.1092,4.2
2158,Low Fat,FDG02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.011261165,7.855,189.5188,4.2
2159,Low Fat,FDO50,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.078168739,16.25,91.3804,4.2
2160,Low Fat,FDC28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.054986919,7.905,108.6254,4.2
2161,Low Fat,FDH41,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.082011521,9.0,213.3534,4.2
2162,Low Fat,FDC17,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.015460726,12.15,211.8928,4.2
2163,Low Fat,FDG40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.039824346,13.65,32.8558,4.2
2164,Low Fat,FDG29,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05629192,17.6,42.5454,4.2
2165,Low Fat,FDD05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.016611475,19.35,122.0098,4.2
2166,Low Fat,FDO32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.120543611,6.36,45.806,4.2
2167,Low Fat,DRH59,Hard Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05843345,10.8,74.738,4.2
2168,Low Fat,NCM17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07113587,7.93,42.7086,4.2
2169,Low Fat,NCP29,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.11227101,8.42,63.2168,4.2
2170,Low Fat,NCN41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.052209303,17.0,122.373,4.2
2171,Low Fat,NCP17,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027714371,19.35,65.6168,4.2
2172,Low Fat,NCA05,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.025130632,20.75,150.0734,4.2
2173,Low Fat,NCB31,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.118674359,6.235,261.691,4.2
2174,Low Fat,NCE07,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013130031,8.18,142.6154,4.2
2175,Low Fat,NCD19,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.013179388,8.93,55.1614,4.2
2176,Low Fat,NCP18,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.02859825,12.15,150.4708,4.2
2177,Low Fat,NCG06,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029445361,16.35,257.6646,4.2
2178,Low Fat,NCC30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027579198,16.6,178.7344,4.2
2179,Low Fat,NCI30,Household,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058935522,20.25,246.646,4.2
2180,Low Fat,FDS03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.07962861,7.825,63.4826,4.2
2181,Low Fat,FDL43,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.027064381,10.1,76.367,4.2
2182,Low Fat,FDV03,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.058091269,17.6,156.2314,4.2
2183,Low Fat,NCL31,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.120280989,7.39,142.747,4.2
2184,Low Fat,FDR58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041921462,6.675,92.3462,4.2
2185,Low Fat,FDF22,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.056830682,6.865,214.0218,4.2
2186,Low Fat,FDZ10,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.044463491,17.85,127.102,4.2
2187,Low Fat,FDW45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.03901099,18.0,147.7418,4.2
2188,Low Fat,FDN45,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.118102769,19.35,224.8088,4.2
2189,Low Fat,DRZ24,Soft Drinks,2016,OUT046,Tier 1,Small,Supermarket Type1,0.081787519,7.535,120.844,4.2
2190,Regular,FDS36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.04688734,8.38,107.957,4.2
2191,Regular,FDJ60,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062528426,19.35,166.9184,4.2
2192,Regular,FDB37,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.022940826,20.25,241.8538,4.2
2193,Regular,FDG38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.05272914,8.975,86.4224,4.2
2194,Regular,FDI38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.014626901,13.35,207.7638,4.2
2195,Regular,FDI02,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.114565093,15.7,112.0202,4.2
2196,Regular,FDD38,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.008191729,16.75,103.5674,4.2
2197,Regular,FDY49,Canned,2016,OUT046,Tier 1,Small,Supermarket Type1,0.012012071,17.2,163.1184,4.2
2198,Regular,FDE05,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.032454046,10.895,144.8102,4.2
2199,Regular,FDQ40,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.036027524,11.1,177.2712,4.2
2200,Regular,FDI16,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.135775701,14.0,54.564,4.2
2201,Regular,FDV28,Frozen Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.159728395,16.1,34.3558,4.2
2202,Regular,FDZ43,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.057058545,11.0,241.7512,4.2
2203,Regular,FDV19,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.035257037,14.85,161.2578,4.2
2204,Regular,FDZ31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.113217223,15.35,191.1504,4.2
2205,Regular,FDS32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.029653914,17.75,140.5838,4.2
2206,Regular,FDQ32,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.046608497,17.85,122.9388,4.2
2207,Regular,FDS27,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.012458143,10.195,196.311,4.2
2208,Regular,FDH31,Meat,2016,OUT046,Tier 1,Small,Supermarket Type1,0.020411155,12.0,98.6042,4.2
2209,Regular,FDL58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.074149074,5.78,262.2568,4.2
2210,Regular,FDH46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.041282286,6.935,103.5332,4.2
2211,Regular,FDS58,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,9.285,161.5578,4.2
2212,Regular,FDU46,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0111263,10.3,87.254,4.2
2213,Regular,FDY57,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.121254236,20.2,94.5752,4.2
2214,Regular,FDH47,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.128816212,13.5,96.4068,4.2
2215,Regular,FDE11,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.0,17.7,184.3924,4.2
2216,Low Fat,FDV38,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.101980245,19.25,54.3956,4.2
2217,Low Fat,NCM06,Household,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.075881475,7.475,155.2656,4.2
2218,Low Fat,NCO43,Others,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,5.5,103.1016,4.2
2219,Low Fat,FDB51,Dairy,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038671588,6.92,64.2852,4.2
2220,Low Fat,FDP33,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.089777214,18.7,256.4672,4.2
2221,Low Fat,FDK48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.037708542,7.445,74.7354,4.2
2222,Low Fat,FDZ48,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.076113671,17.75,111.4544,4.2
2223,Low Fat,FDP24,Baking Goods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.083172413,20.6,121.0756,4.2
2224,Low Fat,FDS37,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.032009653,7.655,117.2492,4.2
2225,Low Fat,FDU13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.187939003,8.355,146.9418,4.2
2226,Low Fat,FDX01,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.024213342,10.1,116.715,4.2
2227,Low Fat,FDA13,Canned,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.07871426,15.85,37.2506,4.2
2228,Low Fat,FDZ15,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.020913071,13.1,120.1782,4.2
2229,Low Fat,DRF51,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.166174549,15.75,37.4506,4.2
2230,Low Fat,FDD39,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.070297175,16.7,216.385,4.2
2231,Low Fat,FDS50,Dairy,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.055545797,17.0,220.5114,4.2
2232,Low Fat,FDO16,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.015138834,5.48,81.925,4.2
2233,Low Fat,FDK40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.02189371,7.035,262.791,4.2
2234,Low Fat,FDC28,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.055098434,7.905,109.2254,4.2
2235,Low Fat,FDE29,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.143419394,8.905,61.4878,4.2
2236,Low Fat,FDH41,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.082177842,9.0,214.1534,4.2
2237,Low Fat,FDX40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.099193899,12.85,38.1164,4.2
2238,Low Fat,FDS40,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.014047825,15.35,36.719,4.2
2239,Low Fat,FDJ04,Frozen Foods,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.12470444,18.0,120.3124,4.2
2240,Low Fat,FDP19,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.173867958,11.5,128.8652,4.2
2241,Low Fat,FDD33,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.108412059,12.85,233.2642,4.2
2242,Low Fat,FDZ56,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.025789175,16.25,166.9474,4.2
2243,Low Fat,FDY55,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.081485126,16.75,258.0988,4.2
2244,Low Fat,FDI32,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.0,17.7,115.0834,4.2
2245,Low Fat,FDL44,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.012300013,18.25,160.4894,4.2
2246,Low Fat,DRK47,Hard Drinks,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.064194304,7.905,229.4694,4.2
2247,Low Fat,DRP35,Hard Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.091051579,18.85,127.4336,4.2
2248,Low Fat,NCH29,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.034543718,5.51,99.7726,4.2
2249,Low Fat,NCY05,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.05510153,13.5,37.0874,4.2
2250,Low Fat,NCV41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.017073332,14.35,109.5228,4.2
2251,Low Fat,NCM41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.035728302,16.5,95.212,4.2
2252,Low Fat,NCW41,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.01548171,18.0,159.3604,4.2
2253,Low Fat,NCA17,Health and Hygiene,2015,OUT045,Tier 2,Small,Supermarket Type1,0.04551031,20.6,149.6392,4.2
2254,Low Fat,NCO26,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.077011493,7.235,117.3492,4.2
2255,Low Fat,NCR42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.038559926,9.105,33.89,4.2
2256,Low Fat,NCF42,Household,2015,OUT045,Tier 2,Small,Supermarket Type1,0.167722519,17.35,176.3712,4.2
2257,Low Fat,NCM19,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.047333044,12.65,113.8202,4.2
2258,Low Fat,NCQ38,Others,2015,OUT045,Tier 2,Small,Supermarket Type1,0.013393537,16.35,106.028,4.2
2259,Low Fat,FDQ46,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.104023565,7.51,112.4544,4.2
2260,Low Fat,FDI22,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.096407554,12.6,210.8612,4.2
2261,Low Fat,FDH33,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.121972274,12.85,43.1428,4.2
2262,Low Fat,FDB34,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.026663778,15.25,87.0198,4.2
2263,Low Fat,FDV45,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.045138797,16.75,187.9556,4.2
2264,Low Fat,FDM21,Snack Foods,2015,OUT045,Tier 2,Small,Supermarket Type1,0.06449461,20.2,259.2646,4.2
2265,Low Fat,DRZ24,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.0,7.535,121.644,4.2
2266,Low Fat,DRL37,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.053480419,15.5,42.377,4.2
2267,Low Fat,DRH25,Soft Drinks,2015,OUT045,Tier 2,Small,Supermarket Type1,0.014622625,18.7,52.0324,4.2
2268,Low Fat,FDJ48,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.056754036,11.3,247.5118,4.2
2269,Low Fat,FDH24,Baking Goods,2020,OUT017,Tier 2,Small,Supermarket Type1,0.021552357,20.7,157.0288,4.2
